transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
749,2026-03-06,Gaji bulanan,Gaji,Pemasukan,6257819.0,Transfer Bank
750,2024-07-11,Paket data,Pulsa & Internet,Pengeluaran,121722.0,Lainnya
751,2024-07-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,234850.0,Transfer Bank
752,2025-07-15,Gaji bulanan,Gaji,Pemasukan,6484876.0,E-Wallet
753,2024-11-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,187207.0,E-Wallet
754,2024-12-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,66658.0,Kartu Debit
755,2025-11-09,Netflix,Pembayaran Langganan,Pengeluaran,25566.0,Kartu Kredit
756,2024-08-30,Bonus,Gaji,Pemasukan,2634025.0,E-Wallet
757,2026-01-16,Bonus,Gaji,Pemasukan,1341360.0,E-Wallet
758,2025-07-17,Langganan streaming,Hiburan,Pengeluaran,30490.0,Kartu Kredit
759,2024-05-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,266531.0,Transfer Bank
760,2025-06-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,71314.0,Kartu Debit
761,2025-12-06,Service AC kos,Tempat Tinggal,Pengeluaran,50293.0,E-Wallet
762,2025-10-19,Gaji bulanan,Hiburan,Pemasukan,6208572.0,Kartu Debit
763,2026-02-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,256222.0,Transfer Bank
764,2026-02-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,77830.0,Transfer Bank
765,2024-08-07,Spotify Premium,Pembayaran Langganan,Pengeluaran,20871.0,E-Wallet
766,2024-11-08,Bayar kos,Tempat Tinggal,Pengeluaran,904651.0,Transfer Bank
767,2025-08-07,Transfer teman,Transfer Teman/Keluarga,Pemasukan,296651.0,Kartu Debit
768,2025-03-04,Bonus,Gaji,Pemasukan,2418459.0,E-Wallet
769,2025-06-12,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,171404.0,E-Wallet
770,2025-04-17,Transfer teman,Transfer Teman/Keluarga,Pemasukan,95252.0,Kartu Debit
771,2026-02-23,Cloud storage,Pembayaran Langganan,Pengeluaran,53900.0,Kartu Kredit
772,2026-05-07,Gaji bulanan,Gaji,Pemasukan,6337330.0,Kartu Debit
773,2025-05-27,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,100260.0,Transfer Bank
774,2025-04-03,Beli makan siang,Makanan & Minuman,Pengeluaran,194692.0,Kartu Debit
775,2025-12-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,280561.0,Kartu Debit
776,2025-11-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,289899.0,Kartu Debit
777,2025-11-08,Bonus,Pembayaran Langganan,Pengeluaran,2238951.0,Kartu Debit
778,2024-10-02,Konser,Hiburan,Pengeluaran,402898.0,Kartu Kredit
779,2025-03-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,225199.0,E-Wallet
780,2025-09-01,Bonus,Gaji,Pemasukan,2794405.0,Kartu Debit
781,2025-05-26,Belanja Bulanan,Belanja Bulanan,Pengeluaran,387501.0,Tunai
782,2025-02-04,Service AC kos,Tempat Tinggal,Pengeluaran,51400.0,Transfer Bank
783,2025-11-24,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,212901.0,Kartu Kredit
784,2026-05-24,Jajan,Makanan & Minuman,Pengeluaran,32295.0,Kartu Debit
785,2024-11-06,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50349.0,E-Wallet
786,2026-05-01,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,413446.0,Kartu Debit
787,2025-08-19,Ojek online,Transportasi,Pengeluaran,48203.0,Kartu Debit
788,2025-07-01,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,157003.0,E-Wallet
789,2025-06-03,Pulsa prabayar,Pulsa & Internet,Pengeluaran,50405.0,Kartu Debit
790,2024-11-11,Transfer teman,Transfer Teman/Keluarga,Pemasukan,285676.0,Transfer Bank
791,2024-12-30,Service AC kos,Tempat Tinggal,Pengeluaran,51385.0,E-Wallet
792,2026-01-01,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,66251.0,Kartu Debit
793,2025-10-23,Tiket KRL,Transportasi,Pengeluaran,69520.0,Tunai
794,2024-07-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,217561.0,E-Wallet
795,2024-08-14,Taksi,Transportasi,Pengeluaran,50772.0,Tunai
796,2026-05-05,Bonus,Gaji,Pemasukan,2557416.0,Transfer Bank
797,2025-09-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,262789.0,Transfer Bank
798,2025-09-25,Service AC kos,Tempat Tinggal,Pengeluaran,50360.0,Transfer Bank
799,2024-08-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,191301.0,Kartu Debit
800,2026-01-01,Gaji bulanan,Gaji,Pemasukan,6086621.0,Transfer Bank
801,2025-05-31,Bonus,Gaji,Pemasukan,2458889.0,Transfer Bank
802,2025-10-16,Gaji bulanan,Gaji,Pemasukan,6337080.0,Transfer Bank
803,2025-05-11,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,201931.0,Kartu Debit
804,2025-12-30,Gaji bulanan,Gaji,Pemasukan,6413881.0,E-Wallet
805,2025-10-05,Cloud storage,Pembayaran Langganan,Pengeluaran,53044.0,Kartu Kredit
806,2026-05-11,Langganan streaming,Hiburan,Pengeluaran,46886.0,E-Wallet
807,2024-07-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,115497.0,E-Wallet
808,2025-04-21,Netflix,Pembayaran Langganan,Pengeluaran,26536.0,Kartu Kredit
809,2025-06-11,Jajan,Makanan & Minuman,Pengeluaran,49540.0,Kartu Kredit
810,2024-10-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,134790.0,E-Wallet
811,2025-06-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,287865.0,Transfer Bank
812,2026-01-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,176662.0,E-Wallet
813,2024-10-27,Kopi,Makanan & Minuman,Pengeluaran,45353.0,Kartu Kredit
814,2024-09-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,217611.0,Kartu Debit
815,2024-07-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,120043.0,Transfer Bank
816,2025-06-01,Transfer teman,Transfer Teman/Keluarga,Pemasukan,75894.0,Transfer Bank
817,2025-07-15,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,187702.0,Transfer Bank
818,2026-04-09,Bayar kos,Gaji,Pengeluaran,980908.0,Transfer Bank
819,2024-08-08,Pulsa prabayar,Pulsa & Internet,Pengeluaran,115051.0,Transfer Bank
820,2025-03-16,Bonus,Gaji,Pemasukan,2462165.0,Transfer Bank
821,2025-09-14,Ojek online,Transportasi,Pengeluaran,49887.0,Tunai
822,2025-11-14,Paket data,Pulsa & Internet,Pengeluaran,93318.0,Kartu Kredit
823,2024-06-21,Jajan,Makanan & Minuman,Pengeluaran,38608.0,Kartu Debit
824,2024-09-27,Gaji bulanan,Gaji,Pemasukan,6221904.0,Kartu Debit
825,2024-12-27,Bonus,Gaji,Pemasukan,2520640.0,Transfer Bank
826,2025-02-12,Transfer teman,Transfer Teman/Keluarga,Pemasukan,214021.0,Transfer Bank
827,2025-01-07,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,356966.0,Kartu Kredit
828,2024-09-30,Gaji bulanan,Gaji,Pemasukan,6178988.0,E-Wallet
829,2025-10-04,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51365.0,E-Wallet
830,2025-07-29,Liburan,Hiburan,Pengeluaran,396510.0,Kartu Kredit
831,2025-03-14,Belanja dapur,Makanan & Minuman,Pengeluaran,597360.0,Kartu Kredit
832,2025-08-02,Pulsa prabayar,Pulsa & Internet,Pengeluaran,137347.0,E-Wallet
833,2025-08-04,Transfer teman,Transfer Teman/Keluarga,Pemasukan,299269.0,Transfer Bank
834,2024-07-30,Gaji bulanan,Gaji,Pemasukan,6146552.0,E-Wallet
835,2025-07-11,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,52654.0,E-Wallet
836,2025-11-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,61575.0,Kartu Debit
837,2024-07-18,Belanja dapur,Makanan & Minuman,Pengeluaran,252520.0,Kartu Kredit
838,2024-07-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,126619.0,E-Wallet
839,2025-01-01,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,222662.0,Transfer Bank
840,2025-01-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,293748.0,E-Wallet
841,2025-11-02,Taksi,Transportasi,Pengeluaran,52429.0,Tunai
842,2024-06-16,Kopi,Makanan & Minuman,Pengeluaran,28985.0,Kartu Debit
843,2025-08-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,216643.0,Transfer Bank
844,2024-10-29,Bayar kos,Tempat Tinggal,Pengeluaran,821367.0,Tunai
845,2026-01-09,Pulsa prabayar,Pulsa & Internet,Pengeluaran,103229.0,Kartu Kredit
846,2025-12-11,Langganan streaming,Hiburan,Pengeluaran,46422.0,E-Wallet
847,2024-12-04,Taksi,Transportasi,Pengeluaran,59818.0,Transfer Bank
848,2024-11-23,Bonus,Gaji,Pemasukan,2334009.0,E-Wallet
849,2025-02-08,Spotify Premium,Pembayaran Langganan,Pengeluaran,22190.0,Kartu Kredit
850,2024-09-12,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,342031.0,Transfer Bank
851,2025-01-20,Spotify Premium,Pembayaran Langganan,Pengeluaran,24375.0,Transfer Bank
852,2024-07-08,Bensin,Transportasi,Pengeluaran,46384.0,Tunai
853,2025-10-01,Langganan streaming,Hiburan,Pengeluaran,44068.0,E-Wallet
854,2025-09-06,Tiket KRL,Transportasi,Pengeluaran,24196.0,Tunai
855,2025-06-25,Pakaian baru,Belanja Bulanan,Pengeluaran,472575.0,Tunai
856,2024-06-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,153567.0,Kartu Debit
857,2025-10-21,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50534.0,E-Wallet
858,2025-10-16,Bayar kos,Tempat Tinggal,Pengeluaran,877594.0,Transfer Bank
859,2024-11-13,Pakaian baru,Belanja Bulanan,Pengeluaran,383353.0,Tunai
860,2025-03-14,Pakaian baru,Belanja Bulanan,Pengeluaran,499410.0,Kartu Kredit
861,2025-07-07,Transfer teman,Transfer Teman/Keluarga,Pemasukan,293785.0,E-Wallet
862,2026-01-24,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,449144.0,Kartu Kredit
863,2026-01-05,Gaji bulanan,Gaji,Pemasukan,6387623.0,E-Wallet
864,2024-08-15,Ojek online,Transportasi,Pengeluaran,12453.0,Transfer Bank
865,2026-05-06,Taksi,Transportasi,Pengeluaran,72211.0,Transfer Bank
866,2025-05-18,Ojek online,Transportasi,Pengeluaran,40205.0,E-Wallet
867,2026-02-02,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,110591.0,Transfer Bank
869,2026-01-04,Transfer teman,Transfer Teman/Keluarga,Pemasukan,283233.0,Kartu Debit
870,2024-08-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,212029.0,Kartu Debit
871,2025-07-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,255326.0,E-Wallet
872,2025-07-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,111093.0,Transfer Bank
873,2026-03-24,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,120617.0,E-Wallet
874,2026-04-24,Gaji bulanan,Gaji,Pemasukan,6397033.0,Transfer Bank
875,2025-08-20,Bonus,Gaji,Pemasukan,2767906.0,Kartu Debit
876,2025-03-12,Konser,Hiburan,Pengeluaran,431720.0,E-Wallet
877,2025-03-04,Bonus,Gaji,Pemasukan,2402552.0,Kartu Debit
878,2025-10-21,Belanja dapur,Makanan & Minuman,Pengeluaran,537741.0,E-Wallet
879,2025-01-15,Gaji bulanan,Gaji,Pemasukan,6344983.0,Kartu Debit
880,2025-10-13,Gaji bulanan,Hiburan,Pemasukan,6341540.0,Kartu Debit
881,2026-01-12,Cloud storage,Pembayaran Langganan,Pengeluaran,53158.0,E-Wallet
882,2024-09-25,Taksi,Transportasi,Pengeluaran,36969.0,Transfer Bank
883,2024-10-15,Langganan streaming,Hiburan,Pengeluaran,30972.0,E-Wallet
884,2025-04-16,Bonus,Gaji,Pemasukan,1729656.0,Kartu Debit
885,2024-12-21,Tiket bioskop,Hiburan,Pengeluaran,41677.0,Kartu Kredit
886,2025-06-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,213061.0,E-Wallet
887,2025-04-06,Makan malam restoran,Makanan & Minuman,Pengeluaran,436209.0,E-Wallet
888,2024-09-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,50281.0,Transfer Bank
889,2024-08-16,Gaji bulanan,Gaji,Pemasukan,6270338.0,Kartu Debit
890,2024-05-29,Gaji bulanan,Gaji,Pemasukan,6264520.0,E-Wallet
891,2026-04-10,Bonus,Gaji,Pemasukan,2716060.0,Transfer Bank
892,2024-05-28,Tiket bioskop,Hiburan,Pengeluaran,46856.0,Transfer Bank
893,2024-07-15,Konser,Hiburan,Pengeluaran,302637.0,E-Wallet
894,2025-12-15,Gaji bulanan,Gaji,Pemasukan,6014099.0,E-Wallet
895,2024-11-21,Bensin,Transportasi,Pengeluaran,59961.0,Tunai
896,2024-11-28,Langganan streaming,Hiburan,Pengeluaran,30580.0,Transfer Bank
897,2024-11-01,Transfer teman,Transfer Teman/Keluarga,Pemasukan,177870.0,Transfer Bank
898,2025-04-10,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51586.0,Transfer Bank
899,2025-08-25,Gaji bulanan,Gaji,Pemasukan,6170276.0,E-Wallet
900,2025-10-02,Gaji bulanan,Gaji,Pemasukan,6073073.0,Transfer Bank
901,2025-06-05,Tagihan internet,Pulsa & Internet,Pengeluaran,75888.0,Kartu Kredit
902,2026-03-03,Spotify Premium,Pembayaran Langganan,Pengeluaran,21696.0,Transfer Bank
903,2026-01-12,Service AC kos,Tempat Tinggal,Pengeluaran,51382.0,Kartu Debit
904,2025-04-29,Bonus,Gaji,Pemasukan,2637476.0,E-Wallet
905,2026-04-14,Gaji bulanan,Gaji,Pemasukan,6498091.0,Kartu Debit
906,2024-09-19,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51539.0,Kartu Debit
907,2025-11-02,Gaji bulanan,Gaji,Pemasukan,6072076.0,E-Wallet
908,2024-07-31,Gaji bulanan,Hiburan,Pemasukan,6302982.0,Transfer Bank
909,2026-03-30,Gaji bulanan,Gaji,Pemasukan,6264961.0,E-Wallet
910,2025-08-26,Bonus,Gaji,Pemasukan,1482667.0,E-Wallet
911,2026-05-10,Gym membership,Pembayaran Langganan,Pengeluaran,200329.0,Kartu Debit
912,2026-03-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,253420.0,Kartu Debit
913,2025-06-24,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,300084.0,Tunai
914,2025-11-11,Tiket KRL,Transportasi,Pengeluaran,42764.0,E-Wallet
915,2026-03-17,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,253008.0,Kartu Debit
916,2026-04-18,Makan malam restoran,Makanan & Minuman,Pengeluaran,294011.0,Kartu Debit
917,2024-11-01,Spotify Premium,Pembayaran Langganan,Pengeluaran,29088.0,E-Wallet
918,2025-11-24,Gaji bulanan,Gaji,Pemasukan,6010384.0,Lainnya
919,2024-11-02,Bonus,Gaji,Pemasukan,2656283.0,Transfer Bank
920,2025-04-23,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,451098.0,Kartu Debit
921,2025-06-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,70351.0,Kartu Debit
922,2025-07-15,Ojek online,Transportasi,Pengeluaran,71821.0,Tunai
923,2025-08-12,Gaji bulanan,Gaji,Pemasukan,6143543.0,Kartu Debit
924,2025-08-01,Gaji bulanan,Gaji,Pemasukan,6065752.0,E-Wallet
925,2025-03-21,Pakaian baru,Belanja Bulanan,Pengeluaran,227755.0,Transfer Bank
926,2024-07-14,Bayar kos,Tempat Tinggal,Pengeluaran,963921.0,Kartu Debit
927,2025-07-29,Bonus,Gaji,Pemasukan,1155292.0,Kartu Debit
928,2025-11-14,Kopi,Makanan & Minuman,Pengeluaran,19107.0,Tunai
929,2026-01-22,Pakaian baru,Belanja Bulanan,Pengeluaran,292122.0,Transfer Bank
930,2026-01-05,Gaji bulanan,Gaji,Pemasukan,6403268.0,Transfer Bank
931,2024-06-02,Gaji bulanan,Gaji,Pemasukan,6060470.0,Kartu Debit
932,2025-12-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,269188.0,Transfer Bank
933,2026-03-22,Taksi,Transportasi,Pengeluaran,22543.0,Kartu Debit
934,2024-08-24,Ojek online,Transportasi,Pengeluaran,20762.0,Kartu Debit
935,2024-11-11,Transfer teman,Transfer Teman/Keluarga,Pemasukan,64819.0,Kartu Debit
936,2026-04-17,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,234154.0,Kartu Debit
937,2025-11-17,Service AC kos,Tempat Tinggal,Pengeluaran,51108.0,Kartu Debit
938,2025-08-29,Pakaian baru,Belanja Bulanan,Pengeluaran,302976.0,Kartu Kredit
939,2025-10-17,Gaji bulanan,Gaji,Pemasukan,6349657.0,Kartu Debit
940,2025-10-08,Bensin,Transportasi,Pengeluaran,26777.0,E-Wallet
941,2024-11-28,Cloud storage,Pembayaran Langganan,Pengeluaran,52001.0,Transfer Bank
942,2025-10-19,Gym membership,Pembayaran Langganan,Pengeluaran,200972.0,Transfer Bank
943,2025-07-20,Gaji bulanan,Gaji,Pemasukan,6312996.0,Kartu Debit
944,2025-01-02,Transfer Teman/Keluarga,Transfer Teman/Keluarga,Pemasukan,124712.0,Kartu Debit
945,2024-10-25,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51241.0,E-Wallet
946,2025-01-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,239811.0,Kartu Debit
947,2025-05-29,Liburan,Hiburan,Pengeluaran,305630.0,Kartu Debit
948,2025-01-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,176546.0,Transfer Bank
949,2026-04-05,Tiket KRL,Transportasi,Pengeluaran,14309.0,Tunai
950,2025-01-31,Bonus,Gaji,Pemasukan,1590947.0,Transfer Bank
951,2025-08-22,Pulsa prabayar,Pulsa & Internet,Pengeluaran,87530.0,Kartu Kredit
952,2025-08-28,Bonus,Gaji,Pemasukan,1513286.0,Transfer Bank
953,2024-09-14,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,321827.0,E-Wallet
954,2024-10-18,Bensin,Transportasi,Pengeluaran,40607.0,Kartu Debit
955,2024-10-11,Bayar kos,Tempat Tinggal,Pengeluaran,996626.0,E-Wallet
956,2025-07-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,163433.0,E-Wallet
957,2025-07-01,Beli makan siang,Transportasi,Pengeluaran,99793.0,Transfer Bank
958,2025-06-12,Tagihan internet,Pulsa & Internet,Pengeluaran,61386.0,E-Wallet
960,2025-10-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,197032.0,Transfer Bank
961,2024-11-24,Bensin,Transportasi,Pengeluaran,95521.0,E-Wallet
962,2026-02-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,247236.0,Kartu Debit
963,2025-05-14,Taksi,Transportasi,Pengeluaran,13790.0,Tunai
964,2025-04-11,Bonus,Gaji,Pemasukan,2630741.0,Transfer Bank
965,2026-03-12,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50740.0,Tunai
966,2025-09-08,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51057.0,Transfer Bank
967,2025-02-05,Gaji bulanan,Gaji,Pemasukan,6389336.0,Transfer Bank
968,2024-09-19,Liburan,Hiburan,Pengeluaran,410063.0,Transfer Bank
969,2025-08-17,Spotify Premium,Pembayaran Langganan,Pengeluaran,22594.0,Kartu Kredit
970,2024-06-04,Pakaian baru,Belanja Bulanan,Pengeluaran,223579.0,Kartu Kredit
971,2025-11-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,212847.0,Kartu Debit
972,2026-01-06,Transfer teman,Transfer Teman/Keluarga,Pemasukan,259649.0,Kartu Debit
973,2025-08-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,204655.0,Transfer Bank
974,2025-07-05,Bayar kos,Tempat Tinggal,Pengeluaran,973251.0,Tunai
975,2026-02-05,Bonus,Gaji,Pemasukan,1829067.0,E-Wallet
976,2024-08-11,Kopi,Makanan & Minuman,Pengeluaran,30227.0,Transfer Bank
977,2025-03-18,Gaji bulanan,Gaji,Pemasukan,6091154.0,Kartu Debit
979,2026-04-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,244087.0,Kartu Debit
980,2025-08-29,Ojek online,Transportasi,Pengeluaran,67364.0,Kartu Debit
981,2024-07-09,Belanja dapur,Makanan & Minuman,Pengeluaran,418195.0,Kartu Debit
982,2025-06-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,100744.0,Lainnya
983,2026-04-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,195077.0,Transfer Bank
984,2025-01-09,Spotify Premium,Pembayaran Langganan,Pengeluaran,25242.0,E-Wallet
985,2024-08-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,286933.0,E-Wallet
986,2025-01-25,Gaji bulanan,Gaji,Pemasukan,6325348.0,Transfer Bank
988,2025-12-09,Belanja dapur,Makanan & Minuman,Pengeluaran,296432.0,Kartu Debit
989,2025-11-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,235714.0,Kartu Debit
990,2025-07-06,Gaji bulanan,Gaji,Pemasukan,6232947.0,Kartu Debit
991,2026-05-23,Transfer teman,Transfer Teman/Keluarga,Pemasukan,277522.0,Kartu Debit
992,2025-09-21,Transfer teman,Transfer Teman/Keluarga,Pemasukan,115452.0,Transfer Bank
993,2024-12-23,Transfer teman,Transfer Teman/Keluarga,Pemasukan,202406.0,Transfer Bank
994,2026-01-24,Bonus,Gaji,Pemasukan,2252264.0,Kartu Debit
995,2025-12-14,Paket data,Pulsa & Internet,Pengeluaran,123051.0,E-Wallet
996,2024-07-24,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,154115.0,Transfer Bank
997,2024-10-27,Tiket bioskop,Hiburan,Pengeluaran,43489.0,Transfer Bank
998,2024-08-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,131631.0,Kartu Debit
999,2026-03-24,Bensin,Transportasi,Pengeluaran,39655.0,E-Wallet
1000,2025-11-19,Gym membership,Pembayaran Langganan,Pengeluaran,200802.0,Kartu Kredit
1001,2026-01-15,Beli makan siang,Makanan & Minuman,Pengeluaran,42876.0,Transfer Bank
1002,2025-11-04,Spotify Premium,Pembayaran Langganan,Pengeluaran,23141.0,Kartu Kredit
1003,2025-03-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,162956.0,Kartu Debit
1004,2025-10-20,Kopi,Makanan & Minuman,Pengeluaran,26452.0,Transfer Bank
1005,2025-05-18,Bonus,Gaji,Pemasukan,1860503.0,Kartu Debit
1006,2026-02-13,Gaji bulanan,Hiburan,Pemasukan,6247568.0,Kartu Debit
1007,2024-07-02,Bonus,Gaji,Pemasukan,2815261.0,Kartu Debit
1008,2024-08-01,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,323081.0,Tunai
1009,2024-06-03,Tiket KRL,Transportasi,Pengeluaran,57482.0,Tunai
1010,2025-02-16,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,59837.0,E-Wallet
1011,2025-10-22,Liburan,Hiburan,Pengeluaran,375289.0,Kartu Debit
1012,2025-05-04,Cloud storage,Pembayaran Langganan,Pengeluaran,51256.0,Kartu Kredit
1013,2025-09-06,Gaji bulanan,Gaji,Pemasukan,6374015.0,Transfer Bank
1014,2024-11-19,Netflix,Pembayaran Langganan,Pengeluaran,27399.0,Kartu Kredit
1015,2026-04-21,Bonus,Gaji,Pemasukan,2497484.0,E-Wallet
1016,2025-01-26,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,225572.0,Transfer Bank
1017,2024-08-02,Jajan,Makanan & Minuman,Pengeluaran,68591.0,Tunai
1018,2025-06-14,Tagihan internet,Pulsa & Internet,Pengeluaran,114460.0,Kartu Kredit
1019,2025-03-11,Bayar kos,Tempat Tinggal,Pengeluaran,946853.0,Transfer Bank
1020,2026-03-28,Bonus,Gaji,Pemasukan,2820914.0,Transfer Bank
1021,2025-02-19,Transfer teman,Transfer Teman/Keluarga,Pemasukan,164024.0,Kartu Debit
1022,2024-10-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,128912.0,Kartu Debit
1023,2024-11-08,Gaji bulanan,Gaji,Pemasukan,6372136.0,Kartu Debit
1024,2025-12-03,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,228247.0,E-Wallet
1025,2026-02-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,111099.0,Kartu Debit
1026,2024-11-18,Tagihan internet,Pulsa & Internet,Pengeluaran,69956.0,Transfer Bank
1027,2025-03-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,241154.0,E-Wallet
1028,2025-07-03,Hiburan,Hiburan,Pengeluaran,44204.0,E-Wallet
1029,2025-09-06,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51777.0,Tunai
1030,2026-04-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,135453.0,E-Wallet
1031,2024-06-26,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,94367.0,Kartu Debit
1032,2025-03-17,Bonus,Gaji,Pemasukan,2455957.0,Transfer Bank
1033,2024-07-18,Tagihan internet,Pulsa & Internet,Pengeluaran,85783.0,Kartu Debit
1034,2025-11-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,235623.0,Kartu Debit
1035,2024-06-19,Bonus,Gaji,Pemasukan,1392699.0,Transfer Bank
1036,2026-01-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,218255.0,Kartu Debit
1037,2024-08-18,Transfer teman,Transfer Teman/Keluarga,Pemasukan,247659.0,Transfer Bank
1038,2024-10-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,269210.0,Transfer Bank
1039,2025-05-21,Liburan,Hiburan,Pengeluaran,312142.0,Kartu Kredit
1040,2025-10-25,Pulsa prabayar,Pulsa & Internet,Pengeluaran,97856.0,Kartu Debit
1041,2026-02-14,Tagihan internet,Pulsa & Internet,Pengeluaran,70067.0,E-Wallet
1042,2024-10-23,Bonus,Gaji,Pemasukan,2382159.0,E-Wallet
1043,2025-03-25,Gaji bulanan,Gaji,Pemasukan,6217356.0,Transfer Bank
1044,2024-07-20,Bonus,Gaji,Pemasukan,2558154.0,E-Wallet
1045,2026-01-22,Gym membership,Pembayaran Langganan,Pengeluaran,200659.0,Kartu Kredit
1046,2024-06-02,Gaji bulanan,Gaji,Pemasukan,6022192.0,E-Wallet
1047,2025-11-20,Transfer teman,Transfer Teman/Keluarga,Pemasukan,257867.0,Kartu Debit
1048,2025-09-17,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,256529.0,Kartu Debit
1049,2024-10-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,109697.0,Kartu Debit
